levelName,p,cost,prevtb,att,igra,tpt,check
     ¦       ¦           ¦   ¦       ¦   °--Normal chest x-ray                                                                                                ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦       ¦       ¦--In prison/IRC for >3 months                                                                                   ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦       ¦       ¦   °--Refer for treatment                                                                                       ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦       ¦       ¦       °--TPT outcomes                                                                                          ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦       ¦       ¦           ¦--gets TPT                                                                                          ,1,0,0,0,0,1,0
     ¦       ¦           ¦   ¦       ¦       ¦           ¦   ¦--completed TPT                                                                                 ,1,0,0,0,0,0,1
     ¦       ¦           ¦   ¦       ¦       ¦           ¦   °--did not complete TPT                                                                          ,1,0,0,0,0,0,1
     ¦       ¦           ¦   ¦       ¦       ¦           °--does not get  PT                                                                                  ,1,0,0,0,0,0,1
     ¦       ¦           ¦   ¦       ¦       °--In prison/IRC for <3 months                                                                                   ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦       ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                       ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦       ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                        ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦       ¦           ¦       °--TPT outcomes                                                                                      ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦       ¦           ¦           ¦--gets TPT                                                                                      ,1,0,0,0,0,1,0
     ¦       ¦           ¦   ¦       ¦           ¦           ¦   ¦--completed TPT                                                                             ,1,0,0,0,0,0,1
     ¦       ¦           ¦   ¦       ¦           ¦           ¦   °--did not complete TPT                                                                      ,1,0,0,0,0,0,1
     ¦       ¦           ¦   ¦       ¦           ¦           °--does not get  PT                                                                              ,1,0,0,0,0,0,1
     ¦       ¦           ¦   ¦       ¦           °--Early removal scheme or deportation                                                                       ,,,0,0,0,0,1
     ¦       ¦           ¦   ¦       °--No chest x-ray                                                                                                        ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦           ¦--Referred to NHS TB service                                                                                        ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦           ¦   ¦--Attended                                                                                                      ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦           ¦   ¦   ¦--TB                                                                                                        ,,,1,0,0,0,0
     ¦       ¦           ¦   ¦           ¦   ¦   ¦   °--TB outcomes                                                                                           ,1,0,0,0,0,0,0
     ¦       ¦           ¦   ¦           ¦   ¦   ¦       ¦--ATT                                                                                               ,1,0,0,1,0,0,0
     ¦       ¦           ¦   ¦           ¦   ¦   ¦       ¦   ¦--completed ATT                                                                                 ,1,0,0,0,0,0,1
     ¦       ¦           ¦   ¦           ¦   ¦   ¦       ¦   °--did not complete ATT                                                                          ,1,0,0,0,0,0,1
     ¦       ¦           ¦   ¦           ¦   ¦   ¦       °--no ATT                                                                                            ,1,0,0,0,0,0,1
     ¦       ¦           ¦   ¦           ¦   ¦   °--Not TB                                                                                                    ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦           ¦   ¦       ¦--In prison/IRC for >3 months                                                                           ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦           ¦   ¦       ¦   °--Refer for treatment                                                                               ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦           ¦   ¦       ¦       °--TPT outcomes                                                                                  ,,,0,0,0,0,0
     ¦       ¦           ¦   ¦           ¦   ¦       ¦           ¦--gets TPT                                                                                  ,1,0,0,0,0,1,0
     ¦       ¦           ¦   ¦           ¦   ¦       ¦           ¦   ¦--completed TPT                                                                         ,1,0,0,0,0,0,1
     ¦       ¦           ¦   ¦           ¦   ¦       ¦           ¦   °--did not complete TPT                                                                  ,1,0,0,0,0,0,1
